window_index,window_start_ms,lambda,count,fold
311,1900001555000,2.65854770677113,2,train
312,1900001560000,3.074671109562574,3,train
313,1900001565000,3.4965501256098035,5,train
314,1900001570000,3.8553143143372015,5,train
315,1900001575000,4.099999999999998,3,train
316,1900001580000,4.210711089447231,4,train
317,1900001585000,4.203449874390187,3,train
318,1900001590000,4.125328890437413,1,train
319,1900001595000,4.041452293228857,7,train
320,1900001600000,4.016987298107772,10,train
321,1900001605000,4.099234928897198,6,train
322,1900001610000,4.304509328917829,4,train
323,1900001615000,4.613346203311565,6,train
324,1900001620000,4.9753288904374005,7,train
325,1900001625000,5.322243186433533,3,train
326,1900001630000,5.586039979884637,7,train
327,1900001635000,5.71679607770176,4,train
328,1900001640000,5.695863623139693,6,train
329,1900001645000,5.540687222126071,3,train
330,1900001650000,5.300000000000012,6,train
331,1900001655000,5.040687222126069,6,train
332,1900001660000,4.829838219355247,3,train
333,1900001665000,4.716796077701764,7,train
334,1900001670000,4.720014576100205,6,train
335,1900001675000,4.822243186433538,5,train
336,1900001680000,4.97532889043741,6,train
337,1900001685000,5.113346203311565,2,train
338,1900001690000,5.170534732702279,4,train
339,1900001695000,5.099234928897216,4,train
340,1900001700000,4.883012701892219,7,train
341,1900001705000,4.541452293228886,5,train
342,1900001710000,4.12532889043743,3,train
343,1900001715000,3.7034498743901896,5,train
344,1900001720000,3.3446856856628036,4,train
345,1900001725000,3.099999999999996,2,train
346,1900001730000,2.989288910552775,1,train
347,1900001735000,2.99655012560982,5,train
348,1900001740000,3.07467110956258,0,train
349,1900001745000,3.1585477067711385,4,train
350,1900001750000,3.1830127018922267,3,train
351,1900001755000,3.1007650711027974,3,train
352,1900001760000,2.8954906710821744,4,train
353,1900001765000,2.58665379668843,3,train
354,1900001770000,2.22467110956258,3,train
355,1900001775000,1.8777568135664688,1,train
356,1900001780000,1.6139600201153592,2,train
357,1900001785000,1.4832039222982414,0,train
358,1900001790000,1.5041363768603127,1,train
359,1900001795000,1.6593127778739314,0,train
360,1900001800000,1.9000000000000035,1,train
361,1900001805000,2.159312777873919,4,train
362,1900001810000,2.370161780644745,2,train
363,1900001815000,2.4832039222982383,3,train
364,1900001820000,2.4799854238998,2,train
365,1900001825000,2.377756813566451,1,train
366,1900001830000,2.2246711095625846,3,train
367,1900001835000,2.086653796688425,1,train
368,1900001840000,2.0294652672977214,2,train
369,1900001845000,2.1007650711027885,1,train
370,1900001850000,2.316987298107769,3,train
371,1900001855000,2.6585477067711323,1,train
372,1900001860000,3.0746711095625763,4,train
373,1900001865000,3.4965501256098053,3,train
374,1900001870000,3.8553143143372095,2,train
375,1900001875000,4.099999999999998,4,train
376,1900001880000,4.21071108944723,5,train
377,1900001885000,4.203449874390184,3,train
378,1900001890000,4.12532889043741,2,train
379,1900001895000,4.041452293228854,2,train
380,1900001900000,4.0169872981077805,3,train
381,1900001905000,4.0992349288971965,2,train
382,1900001910000,4.304509328917831,1,train
383,1900001915000,4.613346203311554,3,train
384,1900001920000,4.975328890437403,4,train
385,1900001925000,5.322243186433546,7,train
386,1900001930000,5.586039979884639,5,train
387,1900001935000,5.71679607770176,5,train
388,1900001940000,5.695863623139692,3,train
389,1900001945000,5.540687222126067,5,train
390,1900001950000,5.30000000000001,5,train
391,1900001955000,5.040687222126065,4,train
392,1900001960000,4.829838219355255,3,train
393,1900001965000,4.716796077701764,2,train
394,1900001970000,4.720014576100196,6,train
395,1900001975000,4.822243186433541,4,train
396,1900001980000,4.975328890437413,5,train
397,1900001985000,5.1133462033115675,3,train
398,1900001990000,5.170534732702282,6,train
399,1900001995000,5.099234928897205,4,train
400,1900002000000,4.883012701892218,6,train
401,1900002005000,4.541452293228884,5,train
402,1900002010000,4.125328890437416,1,train
403,1900002015000,3.703449874390212,3,train
404,1900002020000,3.344685685662802,1,train
405,1900002025000,3.1000000000000085,6,train
406,1900002030000,2.9892889105527773,4,train
407,1900002035000,2.996550125609811,3,train
408,1900002040000,3.074671109562584,5,train
409,1900002045000,3.1585477067711416,3,train
410,1900002050000,3.1830127018922183,0,train
411,1900002055000,6.100765071102797,6,train
412,1900002060000,8.895490671082174,7,train
413,1900002065000,5.586653796688427,9,train
414,1900002070000,2.224671109562613,2,train
415,1900002075000,1.8777568135664664,3,train
416,1900002080000,1.6139600201153579,2,train
417,1900002085000,1.4832039222982416,1,train
418,1900002090000,1.5041363768603118,2,train
419,1900002095000,1.659312777873934,3,train
420,1900002100000,1.9000000000000061,4,train
421,1900002105000,2.159312777873923,3,train
422,1900002110000,2.370161780644746,1,train
423,1900002115000,2.4832039222982343,1,train
424,1900002120000,2.479985423899798,3,train
425,1900002125000,2.3777568135664544,3,train
426,1900002130000,2.2246711095625886,1,train
427,1900002135000,2.086653796688422,1,train
428,1900002140000,2.029465267297719,1,train
429,1900002145000,2.1007650711027983,2,train
430,1900002150000,2.3169872981077697,2,train
431,1900002155000,2.658547706771134,4,train
432,1900002160000,3.074671109562579,2,train
433,1900002165000,3.496550125609808,3,train
434,1900002170000,3.8553143143371846,3,train
435,1900002175000,4.099999999999997,3,train
436,1900002180000,4.210711089447223,3,train
437,1900002185000,4.203449874390193,2,train
438,1900002190000,4.125328890437406,7,train
439,1900002195000,4.0414522932288515,1,train
440,1900002200000,4.016987298107779,5,train
441,1900002205000,4.0992349288971965,2,train
442,1900002210000,4.304509328917832,7,train
443,1900002215000,4.613346203311557,5,train
444,1900002220000,4.975328890437406,5,train
445,1900002225000,5.322243186433537,3,train
446,1900002230000,5.5860399798846405,13,train
447,1900002235000,5.716796077701757,5,train
448,1900002240000,5.695863623139693,5,train
449,1900002245000,5.540687222126065,5,train
450,1900002250000,5.300000000000006,1,train
451,1900002255000,5.040687222126063,6,train
452,1900002260000,4.829838219355254,6,train
453,1900002265000,4.71679607770176,4,train
454,1900002270000,4.720014576100199,2,train
455,1900002275000,4.8222431864335435,4,train
456,1900002280000,4.975328890437402,5,train
457,1900002285000,5.113346203311571,5,train
458,1900002290000,5.170534732702286,6,train
459,1900002295000,5.099234928897207,2,train
460,1900002300000,4.883012701892216,5,train
461,1900002305000,4.5414522932288826,5,train
462,1900002310000,4.125328890437413,5,train
463,1900002315000,3.703449874390209,1,train
464,1900002320000,3.34468568566279,1,train
465,1900002325000,3.100000000000009,0,train
466,1900002330000,2.989288910552779,3,train
467,1900002335000,2.9965501256098013,2,train
468,1900002340000,3.0746711095625865,4,train
469,1900002345000,3.1585477067711434,2,train
470,1900002350000,3.18301270189222,4,train
471,1900002355000,3.1007650711027983,3,train
472,1900002360000,2.895490671082163,2,train
473,1900002365000,2.586653796688425,2,train
474,1900002370000,2.2246711095626104,2,train
475,1900002375000,1.8777568135664582,2,train
476,1900002380000,1.6139600201153688,1,train
477,1900002385000,1.4832039222982418,2,train
478,1900002390000,1.5041363768603089,1,train
479,1900002395000,1.6593127778739367,2,train
480,1900002400000,1.8999999999999808,1,train
481,1900002405000,2.1593127778739256,2,train
482,1900002410000,2.3701617806447475,1,train
483,1900002415000,2.483203922298238,0,train
484,1900002420000,2.4799854238997963,1,train
485,1900002425000,2.3777568135664513,3,train
486,1900002430000,2.2246711095625855,1,train
487,1900002435000,2.086653796688436,3,train
488,1900002440000,2.029465267297718,4,train
489,1900002445000,2.100765071102788,1,train
490,1900002450000,2.3169872981077715,2,train
491,1900002455000,2.6585477067711474,1,train
492,1900002460000,3.074671109562568,2,train
493,1900002465000,3.4965501256097973,2,train
494,1900002470000,3.8553143143372046,6,train
495,1900002475000,4.099999999999996,5,train
496,1900002480000,4.210711089447221,4,train
497,1900002485000,4.2034498743901905,9,train
498,1900002490000,4.1253288904374195,6,train
499,1900002495000,4.041452293228872,7,train
500,1900002500000,4.016987298107773,1,train
501,1900002505000,4.0992349288971965,3,train
502,1900002510000,4.304509328917849,2,train
503,1900002515000,4.6133462033115595,3,train
504,1900002520000,4.9753288904374084,7,train
505,1900002525000,5.322243186433527,4,train
506,1900002530000,5.586039979884635,6,train
507,1900002535000,5.716796077701757,6,train
508,1900002540000,5.695863623139684,3,train
509,1900002545000,5.540687222126074,6,train
510,1900002550000,5.300000000000003,2,train
511,1900002555000,5.040687222126086,4,train
512,1900002560000,4.82983821935526,2,train
513,1900002565000,4.71679607770176,4,train
514,1900002570000,4.7200145761002075,6,train
515,1900002575000,4.8222431864335595,2,train
516,1900002580000,4.975328890437405,3,train
517,1900002585000,5.113346203311574,2,train
518,1900002590000,5.170534732702271,8,train
519,1900002595000,5.099234928897207,3,train
520,1900002600000,4.883012701892233,6,train
521,1900002605000,4.541452293228857,5,train
522,1900002610000,4.125328890437437,5,train
523,1900002615000,3.703449874390207,3,train
524,1900002620000,3.3446856856627885,6,train
525,1900002625000,3.1000000000000094,2,train
526,1900002630000,2.989288910552762,0,train
527,1900002635000,2.996550125609817,5,train
528,1900002640000,3.0746711095626047,4,train
529,1900002645000,3.1585477067711345,2,train
530,1900002650000,3.1830127018922223,5,train
531,1900002655000,3.100765071102808,0,train
532,1900002660000,2.895490671082169,4,train
533,1900002665000,2.5866537966884433,2,train
534,1900002670000,2.2246711095625935,4,train
535,1900002675000,1.8777568135664435,5,train
536,1900002680000,1.6139600201153674,1,train
537,1900002685000,1.483203922298238,3,train
538,1900002690000,1.5041363768603033,0,train
539,1900002695000,1.659312777873927,1,train
540,1900002700000,1.899999999999998,2,train
541,1900002705000,2.1593127778739403,1,train
542,1900002710000,2.3701617806447395,1,train
543,1900002715000,2.483203922298238,2,train
544,1900002720000,2.4799854238997945,2,train
545,1900002725000,2.3777568135664673,2,train
546,1900002730000,2.224671109562596,3,train
547,1900002735000,2.086653796688421,3,train
548,1900002740000,2.029465267297718,1,train
549,1900002745000,2.1007650711027877,1,train
550,1900002750000,2.3169872981077724,1,train
551,1900002755000,2.658547706771114,3,train
552,1900002760000,3.0746711095625696,4,train
553,1900002765000,3.496550125609788,3,train
554,1900002770000,3.855314314337206,2,train
555,1900002775000,4.099999999999996,5,train
556,1900002780000,4.210711089447232,4,train
557,1900002785000,4.203449874390188,7,train
558,1900002790000,4.125328890437417,3,train
559,1900002795000,4.041452293228868,1,train
560,1900002800000,4.016987298107772,2,train
561,1900002805000,4.0992349288971965,2,train
562,1900002810000,4.304509328917826,6,train
563,1900002815000,4.613346203311561,7,train
564,1900002820000,4.975328890437384,4,train
565,1900002825000,5.32224318643353,4,train
566,1900002830000,5.586039979884636,6,train
567,1900002835000,5.71679607770176,4,train
568,1900002840000,5.695863623139683,9,train
569,1900002845000,5.5406872221260715,5,train
570,1900002850000,5.300000000000001,6,train
571,1900002855000,5.040687222126083,4,train
572,1900002860000,4.829838219355256,2,train
573,1900002865000,4.716796077701764,6,train
574,1900002870000,4.720014576100208,3,train
575,1900002875000,4.822243186433537,2,train
576,1900002880000,4.975328890437408,7,train
577,1900002885000,5.113346203311576,8,train
578,1900002890000,5.170534732702273,5,train
579,1900002895000,8.099234928897207,6,train
580,1900002900000,10.883012701892232,12,train
581,1900002905000,7.541452293228855,8,train
582,1900002910000,4.125328890437434,3,train
583,1900002915000,3.7034498743901927,4,train
584,1900002920000,3.3446856856628138,3,train
585,1900002925000,3.1000000000000094,8,train
586,1900002930000,2.989288910552776,5,train
587,1900002935000,2.9965501256098195,5,train
588,1900002940000,3.0746711095626074,0,train
589,1900002945000,3.158547706771138,3,train
590,1900002950000,3.183012701892224,2,train
591,1900002955000,3.1007650711027988,2,train
592,1900002960000,2.895490671082168,0,train
593,1900002965000,2.586653796688441,4,train
594,1900002970000,2.2246711095625833,0,train
595,1900002975000,1.8777568135664717,2,train
596,1900002980000,1.6139600201153659,0,train
597,1900002985000,1.4832039222982418,1,train
598,1900002990000,1.5041363768603047,1,train
599,1900002995000,1.6593127778739283,0,train
600,1900003000000,1.9000000000000008,1,train
601,1900003005000,2.159312777873943,2,train
602,1900003010000,2.3701617806447435,2,train
603,1900003015000,2.4832039222982374,1,train
604,1900003020000,2.4799854238998025,0,train
605,1900003025000,2.3777568135664646,4,train
606,1900003030000,2.224671109562586,2,train
607,1900003035000,2.086653796688418,2,train
608,1900003040000,2.029465267297721,0,train
609,1900003045000,2.100765071102787,2,train
610,1900003050000,2.316987298107784,2,train
611,1900003055000,2.658547706771116,3,train
612,1900003060000,3.0746711095625843,4,train
613,1900003065000,3.49655012560979,1,train
614,1900003070000,3.8553143143372193,5,train
615,1900003075000,4.099999999999984,5,train
616,1900003080000,4.210711089447217,3,train
617,1900003085000,4.203449874390198,3,train
618,1900003090000,4.125328890437413,4,train
619,1900003095000,4.041452293228854,5,train
620,1900003100000,4.01698729810777,8,train
621,1900003105000,4.099234928897196,3,train
622,1900003110000,4.304509328917828,3,train
623,1900003115000,4.613346203311564,5,train
624,1900003120000,4.975328890437385,2,train
625,1900003125000,5.322243186433532,8,train
626,1900003130000,5.586039979884637,3,train
627,1900003135000,5.716796077701764,0,train
628,1900003140000,5.695863623139698,8,train
629,1900003145000,5.540687222126071,6,train
630,1900003150000,5.299999999999997,4,train
631,1900003155000,5.040687222126079,1,train
632,1900003160000,4.829838219355251,7,train
633,1900003165000,4.716796077701757,4,train
634,1900003170000,4.7200145761001995,6,train
635,1900003175000,4.82224318643354,6,train
636,1900003180000,4.975328890437399,7,train
637,1900003185000,5.113346203311554,11,train
638,1900003190000,5.170534732702275,4,train
639,1900003195000,5.099234928897207,8,train
640,1900003200000,4.883012701892221,7,train
641,1900003205000,4.54145229322883,4,train
642,1900003210000,4.1253288904374195,5,train
643,1900003215000,3.7034498743901914,3,train
644,1900003220000,3.344685685662801,2,train
645,1900003225000,3.099999999999998,5,train
646,1900003230000,2.989288910552766,1,train
647,1900003235000,2.9965501256098106,0,train
648,1900003240000,3.074671109562571,4,train
649,1900003245000,3.15854770677113,4,train
650,1900003250000,3.1830127018922005,3,train
651,1900003255000,3.1007650711027894,1,train
652,1900003260000,2.8954906710821575,2,train
653,1900003265000,2.586653796688423,2,train
654,1900003270000,2.224671109562574,2,train
655,1900003275000,1.8777568135664575,2,train
656,1900003280000,1.613960020115379,3,train
657,1900003285000,1.4832039222982345,0,train
658,1900003290000,1.5041363768603013,1,train
659,1900003295000,1.659312777873932,2,train
660,1900003300000,1.8999999999999755,0,train
661,1900003305000,2.159312777873948,2,train
662,1900003310000,2.370161780644745,1,train
663,1900003315000,2.4832039222982374,1,train
664,1900003320000,2.479985423899801,3,train
665,1900003325000,2.377756813566462,3,train
666,1900003330000,2.22467110956259,1,train
667,1900003335000,2.0866537966884477,1,train
668,1900003340000,2.029465267297732,0,train
669,1900003345000,2.1007650711027965,1,train
670,1900003350000,2.316987298107771,1,train
671,1900003355000,2.658547706771129,4,train
672,1900003360000,3.074671109562587,4,train
673,1900003365000,3.496550125609816,2,train
674,1900003370000,3.8553143143372055,5,train
675,1900003375000,4.100000000000008,6,train
676,1900003380000,4.210711089447239,2,train
677,1900003385000,4.203449874390218,6,train
678,1900003390000,4.12532889043741,4,train
679,1900003395000,4.041452293228874,5,train
680,1900003400000,4.0169872981077885,5,train
681,1900003405000,4.099234928897196,4,train
682,1900003410000,4.304509328917815,3,train
683,1900003415000,4.613346203311583,8,train
684,1900003420000,4.975328890437388,6,train
685,1900003425000,5.322243186433535,3,train
686,1900003430000,5.586039979884648,9,train
