workflow_name,method,window,window_start_ms,p50_count,p90_count,p95_count,ceil_p50_count,ceil_p90_count,ceil_p95_count,alloc_p50_count,alloc_p90_count,alloc_p95_count
spoken_dialog_flow,burst-aware,380001055,1900005275000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001056,1900005280000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001057,1900005285000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001058,1900005290000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001059,1900005295000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001060,1900005300000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001061,1900005305000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001062,1900005310000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001063,1900005315000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001064,1900005320000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001065,1900005325000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001066,1900005330000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001067,1900005335000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001068,1900005340000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001069,1900005345000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001070,1900005350000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001071,1900005355000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001072,1900005360000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001073,1900005365000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001074,1900005370000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001075,1900005375000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001076,1900005380000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001077,1900005385000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001078,1900005390000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001079,1900005395000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001080,1900005400000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001081,1900005405000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001082,1900005410000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001083,1900005415000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001084,1900005420000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001085,1900005425000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001086,1900005430000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001087,1900005435000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001088,1900005440000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001089,1900005445000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001090,1900005450000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001091,1900005455000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001092,1900005460000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001093,1900005465000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001094,1900005470000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001095,1900005475000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001096,1900005480000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001097,1900005485000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001098,1900005490000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001099,1900005495000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001100,1900005500000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001101,1900005505000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001102,1900005510000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001103,1900005515000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001104,1900005520000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001105,1900005525000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001106,1900005530000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001107,1900005535000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001108,1900005540000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001109,1900005545000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001110,1900005550000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001111,1900005555000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001112,1900005560000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001113,1900005565000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001114,1900005570000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001115,1900005575000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001116,1900005580000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001117,1900005585000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001118,1900005590000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001119,1900005595000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001120,1900005600000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001121,1900005605000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001122,1900005610000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001123,1900005615000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001124,1900005620000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001125,1900005625000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001126,1900005630000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001127,1900005635000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001128,1900005640000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001129,1900005645000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001130,1900005650000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001131,1900005655000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001132,1900005660000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001133,1900005665000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001134,1900005670000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001135,1900005675000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001136,1900005680000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001137,1900005685000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001138,1900005690000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001139,1900005695000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001140,1900005700000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001141,1900005705000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001142,1900005710000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001143,1900005715000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001144,1900005720000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001145,1900005725000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001146,1900005730000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001147,1900005735000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001148,1900005740000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001149,1900005745000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001150,1900005750000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001151,1900005755000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001152,1900005760000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001153,1900005765000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001154,1900005770000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001155,1900005775000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001156,1900005780000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001157,1900005785000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001158,1900005790000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001159,1900005795000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001160,1900005800000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001161,1900005805000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001162,1900005810000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001163,1900005815000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001164,1900005820000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001165,1900005825000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001166,1900005830000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001167,1900005835000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001168,1900005840000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001169,1900005845000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001170,1900005850000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001171,1900005855000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001172,1900005860000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001173,1900005865000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001174,1900005870000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001175,1900005875000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001176,1900005880000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001177,1900005885000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001178,1900005890000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001179,1900005895000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001180,1900005900000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001181,1900005905000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001182,1900005910000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001183,1900005915000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001184,1900005920000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001185,1900005925000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001186,1900005930000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001187,1900005935000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001188,1900005940000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001189,1900005945000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001190,1900005950000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001191,1900005955000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001192,1900005960000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001193,1900005965000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001194,1900005970000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001195,1900005975000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001196,1900005980000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001197,1900005985000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001198,1900005990000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001199,1900005995000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001200,1900006000000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001201,1900006005000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001202,1900006010000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001203,1900006015000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001204,1900006020000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001205,1900006025000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001206,1900006030000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001207,1900006035000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001208,1900006040000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001209,1900006045000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001210,1900006050000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001211,1900006055000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001212,1900006060000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001213,1900006065000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001214,1900006070000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001215,1900006075000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001216,1900006080000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001217,1900006085000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001218,1900006090000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001219,1900006095000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001220,1900006100000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001221,1900006105000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001222,1900006110000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001223,1900006115000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001224,1900006120000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001225,1900006125000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001226,1900006130000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001227,1900006135000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001228,1900006140000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001229,1900006145000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001230,1900006150000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001231,1900006155000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001232,1900006160000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001233,1900006165000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001234,1900006170000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001235,1900006175000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001236,1900006180000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001237,1900006185000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001238,1900006190000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001239,1900006195000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001240,1900006200000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001241,1900006205000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001242,1900006210000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001243,1900006215000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001244,1900006220000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001245,1900006225000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001246,1900006230000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001247,1900006235000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001248,1900006240000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001249,1900006245000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001250,1900006250000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001251,1900006255000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001252,1900006260000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001253,1900006265000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001254,1900006270000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001255,1900006275000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001256,1900006280000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001257,1900006285000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001258,1900006290000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001259,1900006295000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001260,1900006300000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001261,1900006305000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001262,1900006310000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001263,1900006315000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001264,1900006320000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001265,1900006325000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001266,1900006330000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001267,1900006335000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001268,1900006340000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001269,1900006345000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001270,1900006350000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001271,1900006355000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001272,1900006360000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001273,1900006365000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001274,1900006370000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001275,1900006375000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001276,1900006380000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001277,1900006385000,5.0,10.0,10.0,5,10,10,5,10,10
spoken_dialog_flow,burst-aware,380001278,1900006390000,5.0,10.0,10.0,5,10,10,5,10,10
