workflow_name,method,level,stage_name,window,window_start_ms,actual_count,policy,forecast_count,allocated_count,absolute_error,under_count,over_count,covered,window_ms
spoken_dialog_flow,ewma,entry,__entry__,380001020,1900005100000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001020,1900005100000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001020,1900005100000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001021,1900005105000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001021,1900005105000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001021,1900005105000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001022,1900005110000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001022,1900005110000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001022,1900005110000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001023,1900005115000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001023,1900005115000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001023,1900005115000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001024,1900005120000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001024,1900005120000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001024,1900005120000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001025,1900005125000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001025,1900005125000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001025,1900005125000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001026,1900005130000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001026,1900005130000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001026,1900005130000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001027,1900005135000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001027,1900005135000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001027,1900005135000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001028,1900005140000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001028,1900005140000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001028,1900005140000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001029,1900005145000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001029,1900005145000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001029,1900005145000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001030,1900005150000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001030,1900005150000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001030,1900005150000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001031,1900005155000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001031,1900005155000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001031,1900005155000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001032,1900005160000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001032,1900005160000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001032,1900005160000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001033,1900005165000,7,p50,3.3803220825053493,4,3.6196779174946507,3,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001033,1900005165000,7,p90,7.100000000000001,8,0.10000000000000142,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001033,1900005165000,7,p95,8.0,8,1.0,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001034,1900005170000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001034,1900005170000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001034,1900005170000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001035,1900005175000,7,p50,3.3803220825053493,4,3.6196779174946507,3,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001035,1900005175000,7,p90,7.100000000000001,8,0.10000000000000142,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001035,1900005175000,7,p95,8.0,8,1.0,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001036,1900005180000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001036,1900005180000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001036,1900005180000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001037,1900005185000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001037,1900005185000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001037,1900005185000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001038,1900005190000,6,p50,3.3803220825053493,4,2.6196779174946507,2,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001038,1900005190000,6,p90,7.100000000000001,8,1.1000000000000014,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001038,1900005190000,6,p95,8.0,8,2.0,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001039,1900005195000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001039,1900005195000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001039,1900005195000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001040,1900005200000,0,p50,3.3803220825053493,4,3.3803220825053493,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001040,1900005200000,0,p90,7.100000000000001,8,7.100000000000001,0,8,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001040,1900005200000,0,p95,8.0,8,8.0,0,8,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001041,1900005205000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001041,1900005205000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001041,1900005205000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001042,1900005210000,6,p50,3.3803220825053493,4,2.6196779174946507,2,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001042,1900005210000,6,p90,7.100000000000001,8,1.1000000000000014,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001042,1900005210000,6,p95,8.0,8,2.0,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001043,1900005215000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001043,1900005215000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001043,1900005215000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001044,1900005220000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001044,1900005220000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001044,1900005220000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001045,1900005225000,9,p50,3.3803220825053493,4,5.61967791749465,5,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001045,1900005225000,9,p90,7.100000000000001,8,1.8999999999999986,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001045,1900005225000,9,p95,8.0,8,1.0,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001046,1900005230000,9,p50,3.3803220825053493,4,5.61967791749465,5,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001046,1900005230000,9,p90,7.100000000000001,8,1.8999999999999986,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001046,1900005230000,9,p95,8.0,8,1.0,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001047,1900005235000,8,p50,3.3803220825053493,4,4.61967791749465,4,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001047,1900005235000,8,p90,7.100000000000001,8,0.8999999999999986,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001047,1900005235000,8,p95,8.0,8,0.0,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001048,1900005240000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001048,1900005240000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001048,1900005240000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001049,1900005245000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001049,1900005245000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001049,1900005245000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001050,1900005250000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001050,1900005250000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001050,1900005250000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001051,1900005255000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001051,1900005255000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001051,1900005255000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001052,1900005260000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001052,1900005260000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001052,1900005260000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001053,1900005265000,13,p50,3.3803220825053493,4,9.61967791749465,9,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001053,1900005265000,13,p90,7.100000000000001,8,5.899999999999999,5,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001053,1900005265000,13,p95,8.0,8,5.0,5,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001054,1900005270000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001054,1900005270000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001054,1900005270000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001055,1900005275000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001055,1900005275000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001055,1900005275000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001056,1900005280000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001056,1900005280000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001056,1900005280000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001057,1900005285000,8,p50,3.3803220825053493,4,4.61967791749465,4,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001057,1900005285000,8,p90,7.100000000000001,8,0.8999999999999986,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001057,1900005285000,8,p95,8.0,8,0.0,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001058,1900005290000,6,p50,3.3803220825053493,4,2.6196779174946507,2,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001058,1900005290000,6,p90,7.100000000000001,8,1.1000000000000014,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001058,1900005290000,6,p95,8.0,8,2.0,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001059,1900005295000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001059,1900005295000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001059,1900005295000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001060,1900005300000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001060,1900005300000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001060,1900005300000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001061,1900005305000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001061,1900005305000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001061,1900005305000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001062,1900005310000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001062,1900005310000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001062,1900005310000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001063,1900005315000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001063,1900005315000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001063,1900005315000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001064,1900005320000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001064,1900005320000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001064,1900005320000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001065,1900005325000,6,p50,3.3803220825053493,4,2.6196779174946507,2,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001065,1900005325000,6,p90,7.100000000000001,8,1.1000000000000014,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001065,1900005325000,6,p95,8.0,8,2.0,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001066,1900005330000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001066,1900005330000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001066,1900005330000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001067,1900005335000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001067,1900005335000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001067,1900005335000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001068,1900005340000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001068,1900005340000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001068,1900005340000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001069,1900005345000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001069,1900005345000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001069,1900005345000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001070,1900005350000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001070,1900005350000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001070,1900005350000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001071,1900005355000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001071,1900005355000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001071,1900005355000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001072,1900005360000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001072,1900005360000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001072,1900005360000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001073,1900005365000,4,p50,3.3803220825053493,4,0.6196779174946507,0,0,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001073,1900005365000,4,p90,7.100000000000001,8,3.1000000000000014,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001073,1900005365000,4,p95,8.0,8,4.0,0,4,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001074,1900005370000,5,p50,3.3803220825053493,4,1.6196779174946507,1,0,False,5000
spoken_dialog_flow,ewma,entry,__entry__,380001074,1900005370000,5,p90,7.100000000000001,8,2.1000000000000014,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001074,1900005370000,5,p95,8.0,8,3.0,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001075,1900005375000,1,p50,3.3803220825053493,4,2.3803220825053493,0,3,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001075,1900005375000,1,p90,7.100000000000001,8,6.100000000000001,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001075,1900005375000,1,p95,8.0,8,7.0,0,7,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001076,1900005380000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001076,1900005380000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001076,1900005380000,3,p95,8.0,8,5.0,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001077,1900005385000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001077,1900005385000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001077,1900005385000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001078,1900005390000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001078,1900005390000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001078,1900005390000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001079,1900005395000,2,p50,3.3803220825053493,4,1.3803220825053493,0,2,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001079,1900005395000,2,p90,7.100000000000001,8,5.100000000000001,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001079,1900005395000,2,p95,8.0,8,6.0,0,6,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001080,1900005400000,3,p50,3.3803220825053493,4,0.38032208250534927,0,1,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001080,1900005400000,3,p90,7.100000000000001,8,4.100000000000001,0,5,True,5000
spoken_dialog_flow,ewma,entry,__entry__,380001080,1900005400000,3,p95,8.0,8,5.0,0,5,True,5000
